343	1944652	2383
344	1947035	1670
345	1948705	2390
346	1951095	1684
347	1952779	1675
348	1954454	1341
349	1955795	5119
350	1960914	1527
351	1962441	3560
352	1966001	2318
353	1968319	1307
354	1969626	3632
355	1973258	2159
356	1975417	4701
357	1980118	291
358	1980409	280
359	1980689	291
360	1980980	304
361	1981284	290
362	1981574	308
363	1981882	90
364	1981972	90
365	1982062	3623
366	1985685	2565
367	1988250	5105
368	1993355	3704
369	1997059	3794
370	2000853	4824
371	2005677	3711
372	2009388	3290
373	2012678	4541
374	2017219	2813
375	2020032	6478
376	2026510	14292
377	2040802	14164
378	2054966	795
379	2055761	459
380	2056220	303
381	2056523	10031
382	2066554	18614
383	2085168	11786
384	2096954	12158
385	2109112	9378
386	2118490	8847
387	2127337	7152
388	2134489	13994
389	2148483	16553
390	2165036	14699
391	2179735	14205
392	2193940	21574
393	2215514	21131
394	2236645	15195
395	2251840	17985
396	2269825	6378
397	2276203	9972
398	2286175	7905
399	2294080	4344
400	2298424	6784
401	2305208	6238
402	2311446	3198
403	2314644	2555
404	2317199	1586
405	2318785	4020
406	2322805	3260
407	2326065	3848
408	2329913	2989
409	2332902	28746
410	2361648	7252
411	2368900	6270
412	2375170	1765
413	2376935	1800
414	2378735	1544
415	2380279	1225
